DocType: Selling Settings,Default Customer Group,Predvolená skupina zákazníkov
DocType: Item Group,Default Expense Account,Predvolený účet nákladov
DocType: Manufacturing Settings,Default Finished Goods Warehouse,Východzí hotových výrobkov Warehouse
DocType: Course,Default Grading Scale,
DocType: Company,Default Holiday List,Výchozí Holiday Seznam
DocType: Company,Default Income Account,Predvolený účet príjmov
DocType: Stock Settings,Default Item Group,Predvolená kategória tovaru
DocType: Company,Default Letter Head,Predvolená tlačová hlavička
DocType: Item,Default Material Request Type,Predvolený typ požiadavky na nákup
DocType: Company,Default Payable Account,Predvolený účet závazkov
DocType: Supplier,Default Payable Accounts,Predvolené účty závazkov
DocType: Payment Gateway Account,Default Payment Request Message,Východzí Platba Request Message
DocType: Company,Default Payroll Payable Account,
DocType: Customer,Default Price List,Predvolený cenník
DocType: Company,Default Receivable Account,Predvolený účet pohľadávok
DocType: Item,Default Selling Cost Center,Predvolené stredisko predajných nákladov
DocType: Stock Entry,Default Source Warehouse,Predvolený zdrojový sklad
DocType: Stock Settings,Default Stock UOM,Predvolená skladová MJ
DocType: Item,Default Supplier,Predvolený dodávateľ
DocType: Buying Settings,Default Supplier Type,Výchozí typ Dodávateľ
DocType: Stock Entry,Default Target Warehouse,Výchozí Target Warehouse
DocType: Company,Default Terms,Východiskové podmienky
DocType: Selling Settings,Default Territory,Výchozí Territory
DocType: Item,Default Unit of Measure,Predvolená merá jednotka
apps/erpnext/erpnext/stock/doctype/item/item.py +816,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,"Východzí merná jednotka bodu {0} nemôže byť zmenená priamo, pretože ste už nejaké transakcie (y) s iným nerozpustených. Budete musieť vytvoriť novú položku použiť iný predvolený UOM."
apps/erpnext/erpnext/stock/doctype/item/item.py +642,Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',Predvolená merná jednotka variantu &#39;{0}&#39; musí byť rovnaká ako v Šablóne &#39;{1}&#39;
DocType: Stock Settings,Default Valuation Method,Predvolená metóda ocenenia
DocType: Company,Default Values,Predvolené hodnoty
DocType: Item,Default Warehouse,Predvolený sklad
DocType: Manufacturing Settings,Default Work In Progress Warehouse,Východiskové prácu v sklade Progress
DocType: Operation,Default Workstation,Výchozí Workstation
DocType: Shopping Cart Settings,Default settings for Shopping Cart,Výchozí nastavení Košík
apps/erpnext/erpnext/config/accounts.py +252,Default settings for accounting transactions.,Výchozí nastavení účetních transakcí.
apps/erpnext/erpnext/config/buying.py +65,Default settings for buying transactions.,Výchozí nastavení pro nákup transakcí.
apps/erpnext/erpnext/config/selling.py +153,Default settings for selling transactions.,Výchozí nastavení pro predajní transakce.
apps/erpnext/erpnext/config/stock.py +179,Default settings for stock transactions.,Výchozí nastavení pro akciových transakcí.
apps/erpnext/erpnext/accounts/page/pos/pos.js +2058,Default warehouse is required for selected item,
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,Obrana
apps/erpnext/erpnext/config/accounts.py +210,Define budget for a financial year.,
apps/erpnext/erpnext/config/hr.py +163,Define various loan types,
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),Oneskorenie s platbou (dni)
apps/erpnext/erpnext/setup/doctype/company/company.js +66,Delete,Zmazať
DocType: Company,Delete Company Transactions,Zmazať transakcií Company
apps/erpnext/erpnext/setup/doctype/company/company.js +66,Delete all the Transactions for this Company,Odstráňte všetky transakcie pre túto spoločnosť
apps/erpnext/erpnext/accounts/page/pos/pos.js +1102,Delete permanently?,Zmazať natrvalo?
DocType: Purchase Order,Delivered,Dodané
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +47,Delivered Amount,Dodaná suma
DocType: Sales Invoice Item,Delivered By Supplier,Doručované dodávateľom
,Delivered Items To Be Billed,Dodávaných výrobkov fakturovaných
DocType: Sales Invoice Item,Delivered Qty,Dodané množstvo
DocType: Item,Delivered by Supplier (Drop Ship),Doručované dodávateľom
apps/erpnext/erpnext/templates/pages/order.html +53,Delivered: {0},Dodané: {0}
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +777,Delivery,Dodanie
DocType: Sales Order,Delivery Date,Dátum dodania
DocType: Serial No,Delivery Details,Zasílání
DocType: Serial No,Delivery Document No,Dodávka dokument č
DocType: Serial No,Delivery Document Type,Dodávka Typ dokumentu
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +835,Delivery Note,Dodací list
DocType: Sales Invoice Item,Delivery Note Item,Delivery Note Item
DocType: Notification Control,Delivery Note Message,Delivery Note Message
DocType: Stock Entry,Delivery Note No,Dodacího listu
DocType: Selling Settings,Delivery Note Required,Delivery Note Povinné
,Delivery Note Trends,Dodací list Trendy
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +533,Delivery Note {0} is not submitted,Delivery Note {0} nie je predložena
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +35,Delivery Note {0} must not be submitted,Delivery Note {0} nesmí byť predloženy
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +194,Delivery Notes {0} must be cancelled before cancelling this Sales Order,Dodací listy {0} musí byť zrušena pred zrušením této predajní objednávky
DocType: Sales Order,Delivery Status,Delivery Status
DocType: Serial No,Delivery Time,Dodací lhota
DocType: Delivery Note,Delivery To,Dodací list - hlavička
DocType: Sales Order Item,Delivery Warehouse,Dodávajúci sklad
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +124,Delivery warehouse required for stock item {0},Dodávka sklad potrebný pre živočíšnu položku {0}
DocType: Department,Department,Oddelenie
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +22,Department Stores,Obchodní domy
DocType: Dependent Task,Dependent Task,Závislý Task
DocType: Task,Depends On,Závisí na
DocType: Salary Detail,Depends on Leave Without Pay,Závisí na dovolenke bez nároku na mzdu
DocType: Task,Depends on Tasks,
DocType: Account,Depreciation,Znehodnocení
DocType: Depreciation Schedule,Depreciation Amount,
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +155,Depreciation Amount during the period,
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py +57,Depreciation Date,
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +161,Depreciation Eliminated due to disposal of assets,
DocType: Journal Entry,Depreciation Entry,
DocType: Asset Category Account,Depreciation Expense Account,
DocType: Asset,Depreciation Method,
DocType: Asset,Depreciation Schedule,
DocType: Asset,Depreciation Schedules,
DocType: Purchase Invoice Item,Description,Popis
DocType: Job Opening,Description of a Job Opening,Popis jednoho volných pozic
DocType: Designation,Designation,Zaradenie
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +98,Designer,Návrhár
DocType: Vehicle,Details,Podrobnosti
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Podrobnosti o provádených operací.
apps/erpnext/erpnext/utilities/bot.py +39,Did not find any item called {0},
DocType: Vehicle,Diesel,
DocType: Journal Entry,Difference (Dr - Cr),Rozdíl (Dr - Cr)
DocType: Stock Entry Detail,Difference Account,Účet pre rozdiely
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +243,"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","Účet pre rozdiely musí byť typu Aktíva/Pasíva, pretože tento inventúrny rozdiel je otvorenie stavu"
DocType: Stock Reconciliation,Difference Amount,Suma rozdielu
DocType: Payment Entry,Difference Amount (Company Currency),
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +55,Difference Amount must be zero,
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +100,Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,"Rôzné UOM položky povede k nesprávné (celkem) Čistá hmotnost hodnoty. Ujistete sa, že čistá hmotnost každé položky je ve stejném nerozpuštených."
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +77,Direct Expenses,Prímé náklady
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +126,Direct Income,Prímý príjmov
DocType: Pricing Rule,Disable,Zakázať
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,Zakázať Plánovanie kapacít a Time Tracking
DocType: Global Defaults,Disable In Words,
DocType: Global Defaults,Disable Rounded Total,Zakázať zaokrúhlenie Celkom
DocType: Fiscal Year,Disabled,Vypnuté
apps/erpnext/erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.py +38,Disabled template must not be default template,
DocType: Manufacturing Settings,Disables creation of time logs against Production Orders. Operations shall not be tracked against Production Order,Zakáže vytváranie časových protokolov proti výrobnej zákazky. Transakcie nesmú byť sledované proti výrobnej zákazky
DocType: Employee Loan,Disbursement Date,
apps/erpnext/erpnext/public/js/pos/pos.html +23,Discount,Zľava
apps/erpnext/erpnext/templates/print_formats/includes/taxes.html +5,Discount Amount,
DocType: Pricing Rule,Discount Percentage,Zľava v percentách
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +18,Discount Percentage can be applied either against a Price List or for all Price List.,Zľavu v percentách je možné použiť buď proti Cenníku alebo pre všetky cenníky.
DocType: Sales Invoice Item,Discount and Margin,Zľava a marža
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +40,Discount must be less than 100,Sleva musí byť menší než 100
DocType: Pricing Rule,Discount on Price List Rate (%),Zľava na Cenník v (%)
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +76,Dispatch,Odoslanie
DocType: Asset,Disposal Date,
DocType: Cheque Print Template,Distance from left edge,
DocType: Cheque Print Template,Distance from top edge,
DocType: Serial No,Distinct unit of an Item,Samostatnou jednotku z položky
DocType: Landed Cost Voucher,Distribute Charges Based On,Distribuovať poplatkov na základe
DocType: Company,Distribution,Distribúcia
DocType: Monthly Distribution,Distribution Name,Názov distribúcie
DocType: Sales Partner,Distributor,Distribútor
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +164,Dividends Paid,Dividendy platené
DocType: Employee,Divorced,Rozvedený
DocType: Lead,Do Not Contact,Nekontaktujte
DocType: Global Defaults,Do not show any symbol like $ etc next to currencies.,Neukazovať žiadny symbol ako $ atď vedľa meny.
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +109,Do you really want to Submit all Salary Slip from {0} to {1},
apps/erpnext/erpnext/accounts/doctype/asset/asset.js +245,Do you really want to restore this scrapped asset?,
apps/erpnext/erpnext/accounts/doctype/asset/asset.js +231,Do you really want to scrap this asset?,
apps/erpnext/erpnext/schools/doctype/student_attendance_tool/student_attendance_tool.js +124,"Do you want to update attendance?<br>Present: {0}\
					<br>Absent: {1}",
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.js +14,Doctype,
DocType: Maintenance Visit Purpose,Document Type,Typ dokumentu
DocType: Company,Domain,Doména
DocType: HR Settings,Don't send Employee Birthday Reminders,Neposielať pripomienku o narodeninách zamestnanca
DocType: Vehicle,Doors,
DocType: Asset,Double Declining Balance,
DocType: Production Planning Tool,Download Materials Required,Ke stažení potrebné materiály:
DocType: Request for Quotation Supplier,Download PDF,Stiahnutie PDF
DocType: Upload Attendance,Download Template,Stiahnutie šablóny
DocType: Production Planning Tool,Download a report containing all raw materials with their latest inventory status,"Stáhnete si správu, ktorá obsahuje všechny suroviny s jejich aktuální stav zásob"
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records",
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +154,Dr,Dr
DocType: Asset,Draft,Návrh
DocType: Sales Invoice Item,Drop Ship,Doručiť našim dodávateľom
apps/erpnext/erpnext/accounts/party.py +305,Due / Reference Date cannot be after {0},Vzhledem / Referenční datum nemôže byť po {0}
DocType: Journal Entry,Due Date,Dátum splatnosti
apps/erpnext/erpnext/accounts/party.py +293,Due Date cannot be before Posting Date,Dátum splatnosti nesmí byť pred odoslaniem Dátum
apps/erpnext/erpnext/controllers/accounts_controller.py +123,Due Date is mandatory,Dátum splatnosti je povinné
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +39,Duplicate,Duplikát
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +24,Duplicate Entry. Please check Authorization Rule {0},Duplicitní záznam. Zkontrolujte autorizační pravidlo {0}
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +201,Duplicate Serial No entered for Item {0},Duplicitní Poradové číslo vstoupil k bodu {0}
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +49,Duplicate customer group found in the cutomer group table,
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +85,Duplicate entry,Duplicitní záznam
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +46,Duplicate item group found in the item group table,
apps/erpnext/erpnext/utilities/transaction_base.py +75,Duplicate row {0} with same {1},Duplicitný riadok {0} s rovnakým {1}
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +148,Duties and Taxes,Odvody a dane
DocType: Employee Loan,EMI in progress,
DocType: Employee,EMP/,
apps/erpnext/erpnext/templates/pages/demo.html +55,ERPNext Demo,
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +202,ERPNext Setup Complete!,
DocType: Expense Claim,EXP,
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +41,Earliest,Nejstarší
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +30,Earnest Money,Earnest Money
DocType: Salary Component,Earning,Získávání
DocType: Salary Slip,Earning & Deduction,Výdelek a dedukce
DocType: Salary Slip,Earnings,Výdelek
apps/erpnext/erpnext/config/hr.py +116,"Earnings, Deductions and other Salary components",
apps/erpnext/erpnext/public/js/templates/contact_list.html +17,Edit,Upraviť
DocType: Sales Invoice Item,Edit Description,Upraviť popis
DocType: Employee,Education,Vzdelávanie
DocType: Employee,Educational Qualification,Vzdelávací Kvalifikace
DocType: SMS Settings,Eg. smsgateway.com/api/send_sms.cgi,Napr. smsgateway.com/api/send-sms.cgi
apps/erpnext/erpnext/setup/doctype/territory/territory.py +19,Either target qty or target amount is mandatory,Buď cílové množstvo alebo cílová částka je povinná
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py +16,Either target qty or target amount is mandatory.,Buď cílové množstvo alebo cílová částka je povinná.
DocType: Vehicle,Electric,
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +115,Electrical,Elektrický
DocType: Workstation,Electricity Cost,Cena elektriny
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +44,Electronic Equipments,
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +24,Electronics,Elektronika
DocType: Student Admission,Eligibility,
DocType: Company,Email,Email
DocType: Lead,Email Address,E-mailová adresa
apps/erpnext/erpnext/crm/doctype/lead/lead.py +70,"Email Address must be unique, already exists for {0}",
DocType: Email Digest,Email Digest,Email Digest
DocType: Email Digest,Email Digest Settings,Nastavenie e-mailových prehľadov
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +17,Email Digest: ,
DocType: Request for Quotation Supplier,Email Id,
apps/erpnext/erpnext/config/setup.py +88,Email Notifications,E-mailové upozornenia
DocType: HR Settings,Email Salary Slip to Employee,
DocType: Daily Work Summary,Email Sent To,
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py +137,Email sent to supplier {0},
DocType: HR Settings,Emails salary slip to employee based on preferred email selected in Employee,
DocType: Daily Work Summary Settings,"Emails will be sent to all Active Employees of the company at the given hour, if they do not have holiday. Summary of responses will be sent at midnight.",
DocType: Employee,Emergency Contact,Kontakt v nouzi
DocType: Employee,Emergency Phone,Núdzový telefón
DocType: Fiscal Year,Employee,Zamestnanec
DocType: Employee Attendance Tool,Employee Attendance Tool,Pomôcka pre hromadnú dochádzku
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +184,Employee Benefits,Zamestnanecké benefity
,Employee Birthday,Narodeniny zamestnanca
DocType: Timesheet,Employee Detail,Detial zamestnanca
DocType: Employee Education,Employee Education,Vzdelávanie zamestnancov
DocType: Employee External Work History,Employee External Work History,Záznamy o externej práci zamestnanca
,Employee Information,Informace o zamestnanci
DocType: Employee Internal Work History,Employee Internal Work History,Interní historie práce zamestnance
DocType: Employee Leave Approver,Employee Leave Approver,Zamestnanec Leave schvalovač
,Employee Leave Balance,Zamestnanec Leave Balance
DocType: Employee Loan,Employee Loan,
DocType: Employee Loan,Employee Loan Account,
DocType: Employee Loan,Employee Loan Application,
apps/erpnext/erpnext/config/hr.py +157,Employee Loan Management,
DocType: Attendance,Employee Name,Meno zamestnanca
DocType: Employee,Employee Number,Počet zamestnancov
DocType: HR Settings,Employee Records to be created by,"Zamestnanec Záznamy, ktoré vytvoril"
DocType: HR Settings,Employee Settings,Nastavení zamestnancov
apps/erpnext/erpnext/config/hr.py +7,Employee and Attendance,
apps/erpnext/erpnext/hr/doctype/employee/employee.py +154,Employee cannot report to himself.,Zamestnanec nemôže odpovídat sám sobe.
apps/erpnext/erpnext/config/hr.py +234,"Employee designation (e.g. CEO, Director etc.).","Označení zamestnancô (napr CEO, reditel atd.)."
DocType: HR Settings,Employee record is created using selected field. ,Záznam Zamestnanec je vytvorena pomocí vybrané pole.
apps/erpnext/erpnext/config/hr.py +12,Employee records.,Zamestnanecké záznamy.
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +248,Employee relieved on {0} must be set as 'Left',"Zamestnanec úlevu na {0} musí byť nastaven jako ""Left"""
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +185,Employee {0} has already applied for {1} between {2} and {3},Zamestnanec {0} už požádal o {1} mezi {2} a {3}
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +45,Employee {0} is not active or does not exist,Zamestnanec {0} nie je aktivní alebo neexistuje
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +29,Employee {0} on Half day on {1},
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +33,Employee {0} on Leave on {1},
DocType: Salary Structure,Employees,
DocType: Expense Claim,Employees Email Address,
DocType: Expense Claim,Employees Email Id,Zamestnanci Email Id
DocType: Employee Attendance Tool,Employees HTML,
,Employees working on a holiday,
DocType: Employee,Employment Details,Informace o zamestnání
DocType: Employee,Employment Type,Typ zamestnání
apps/erpnext/erpnext/config/accounts.py +262,Enable / disable currencies.,Povoliť / zakázat meny.
DocType: Shopping Cart Settings,Enable Checkout,
DocType: Shopping Cart Settings,Enable Shopping Cart,Povoliť nákupný košík
DocType: Workstation Working Hour,Enabled,Zapnuté
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py +95,"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart",
DocType: Employee,Encashment Date,Inkaso Dátum
DocType: Purchase Invoice,End Date,Dátum ukončenia
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +33,End Date can not be less than Start Date,Dátum ukončení nesmí byť menší než data zahájení
DocType: Training Event,End Time,End Time
apps/erpnext/erpnext/public/js/financial_statements.js +82,End Year,
apps/erpnext/erpnext/accounts/report/financial_statements.py +85,End Year cannot be before Start Year,
DocType: Purchase Invoice,End date of current invoice's period,Datum ukončení doby aktuální faktury je
DocType: Item,End of Life,Koniec životnosti
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +25,Energy,Energia
DocType: Vehicle Service,Engine Oil,
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +88,Engineer,Inženýr
,Enough Parts to Build,
apps/erpnext/erpnext/schools/doctype/student_applicant/student_applicant.js +20,Enroll,
DocType: Program Enrollment Tool,Enroll Students,
DocType: Program Enrollment,Enrollment Date,
DocType: Purchase Invoice,"Enter Email Address separated by commas, invoice will be mailed automatically on particular date",
apps/erpnext/erpnext/schools/doctype/fees/fees.js +41,Enter Paid Amount,
DocType: Production Planning Tool,Enter items and planned qty for which you want to raise production orders or download raw materials for analysis.,"Zadajte položky a plánované ks, pro ktoré chcete získat zakázky na výrobu, alebo stáhnout suroviny pro analýzu."
DocType: Opportunity,Enter name of campaign if source of enquiry is campaign,"Zadajte názov kampane, ak zdroj pre príležitosť je kampaň"
DocType: HR Settings,Enter retirement age in years,
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Zadajte statické parametry url zde (Napr odesílatel = ERPNext, username = ERPNext, password. = 1234 atd.),"
DocType: SMS Settings,Enter url parameter for message,Zadajte url parametr správy
DocType: SMS Settings,Enter url parameter for receiver nos,Zadajte url parametr pro prijímače nos
apps/erpnext/erpnext/accounts/page/pos/pos.js +1474,Enter value must be positive,
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +26,Entertainment & Leisure,Entertainment & Leisure
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +96,Entertainment Expenses,Výdaje na reprezentaci
DocType: Journal Entry,Entry Type,Entry Type
DocType: Account,Equity,Hodnota majetku
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +166,Error,Chyba
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +93,Error in formula or condition: {0},
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +26,Error: Not a valid id?,Chyba: Nie je platný id?
DocType: Project,Estimated Cost,Odhadované náklady
DocType: Production Order Operation,Estimated Time and Cost,Odhadovná doba a náklady
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py +22,Evaluation,
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +43,"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","I keď existuje více pravidla pro tvorbu cen s nejvyšší prioritou, pak následující interní priority sú použity:"
DocType: Training Event,Event Name,
DocType: Training Event,Event Status,
DocType: Training Event,Exam,
DocType: Assessment Plan,Examiner,
DocType: Assessment Plan,Examiner Name,
DocType: Item,"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.",
apps/erpnext/erpnext/public/js/setup_wizard.js +346,Example: Basic Mathematics,
apps/erpnext/erpnext/public/js/setup_wizard.js +328,Example: Masters in Computer Science,
DocType: Company,Exchange Gain / Loss Account,
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +120,Exchange Gain/Loss,
DocType: Journal Entry Account,Exchange Rate,Výmenný kurz
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +43,Exchange Rate must be same as {0} {1} ({2}),Exchange Rate musí byť rovnaká ako {0} {1} ({2})
DocType: Journal Entry,Excise Entry,Spotrební Entry
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js +360,Excise Invoice,Spotrebný Faktúra
DocType: Delivery Note,Excise Page Number,Spotrební Číslo stránky
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +153,Execution,Provedení
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +27,Executive Search,Executive Search
DocType: Company,Existing Company,
DocType: Company,Existing Company ,
DocType: Employee,Exit,Ukončenie
DocType: Employee,Exit Interview Details,Podrobnosti rozhovoru o ukončení
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +59,Expected Date cannot be before Material Request Date,Očakávaný dátum nemôže byť pred Materiál Poptávka Dátum
DocType: Purchase Order Item,Expected Delivery Date,Očekávané datum dodání
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +59,Expected Delivery Date cannot be before Purchase Order Date,"Očekávané datum dodání, nemôže byť pred zakoupením poradí Dátum"
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +54,Expected Delivery Date cannot be before Sales Order Date,"Očekávané datum dodání, nemôže byť pred Sales poradí Dátum"
DocType: Project,Expected End Date,Očakávaný dátum ukončenia
apps/erpnext/erpnext/projects/doctype/project/project.py +62,Expected End Date can not be less than Expected Start Date,"Očakávané Dátum ukončenia nemôže byť nižšia, než sa očakávalo dáta začatia"
DocType: Project,Expected Start Date,Očakávaný dátum zahájenia
DocType: Task,Expected Time (in hours),Predpokladaná doba (v hodinách)
DocType: Asset,Expected Value After Useful Life,
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +58,Expected Value After Useful Life must be less than Gross Purchase Amount,
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +144,Expected value after useful life must be greater than or equal to {0},
DocType: Account,Expense,Výdaj
apps/erpnext/erpnext/controllers/stock_controller.py +222,Expense / Difference account ({0}) must be a 'Profit or Loss' account,"Náklady / Rozdíl účtu ({0}), musí byť ""zisk alebo ztráta"" účet"
DocType: Account,Expense Account,Účtet nákladov
DocType: Expense Claim,Expense Approver,Schvalovatel výdajov
DocType: Journal Entry Account,Expense Claim,Hrazení nákladov
DocType: Expense Claim Account,Expense Claim Account,
DocType: Notification Control,Expense Claim Approved,Uhrazení výdajov schválené
DocType: Notification Control,Expense Claim Approved Message,Správa o schválení úhrady výdajov
DocType: Expense Claim Detail,Expense Claim Detail,Detail úhrady výdajov
DocType: Notification Control,Expense Claim Rejected,Uhrazení výdajov zamítnuto
DocType: Notification Control,Expense Claim Rejected Message,Správa o zamítnutí úhrady výdajov
DocType: Expense Claim Detail,Expense Claim Type,Druhy preplácania výdavkov
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +49,Expense Claim for Vehicle Log {0},
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +117,Expense Claim is pending approval. Only the Expense Approver can update status.,Úhrada výdajov čeká na schválení. Pouze schalovatel výdajov môže aktualizovať stav.
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +40,Expense Claim {0} already exists for the Vehicle Log,
apps/erpnext/erpnext/projects/doctype/task/task.js +37,Expense Claims,Nákladové Pohľadávky
DocType: Expense Claim Detail,Expense Date,Dátum výdaje
DocType: Purchase Invoice Item,Expense Head,Náklady Head
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +186,Expense account is mandatory for item {0},Účtet nákladov je povinný pro položku {0}
apps/erpnext/erpnext/controllers/stock_controller.py +216,Expense or Difference account is mandatory for Item {0} as it impacts overall stock value,Náklady alebo Rozdíl účet je povinné k bodu {0} jako budou mít dopad na celkovou hodnotu zásob
DocType: Expense Claim,Expenses,Výdaje
DocType: Account,Expenses Included In Valuation,Náklady cene oceňování
apps/erpnext/erpnext/stock/doctype/batch/batch_list.js +5,Expired,Vypršela
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py +35,Expires On,
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py +36,Expiry (In Days),
DocType: Batch,Expiry Date,Dátum vypršení platnosti
DocType: BOM,Exploded_items,Exploded_items
DocType: Project,External,Externý
DocType: Employee,External Work History,Vnejší práce History
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +162,Extra Large,Extra Veľké
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +158,Extra Small,Extra Malé
DocType: Bin,FCFS Rate,FCFS Rate
DocType: Fees,FEE.,
DocType: Item,FIFO,
DocType: Fee Structure,FS.,
DocType: Payment Request,Failed,Nepodarilo
DocType: Employee,Family Background,Rodinné pomery
DocType: Student Guardian,Father,
